County,ZIP Code,Total Births 2014-2016,Premature Birth Perc,Low Birth Rate Perc,Out of Wedlock Perc,Medicaid or Self-Pay Perc,Late or No Prenatal Care Perc,Infant Deaths 2014-2016 per 1000 Live Births,Infant Deaths Rate per 1000 Live Births,Neonatal Deaths 2014-2016 per 1000 Live Births,Neonatal Dearths Rate per 1000 Live Births,Teen Birth Rate per 1000,Teen Pregnancy Rate per 1000
Monroe,14612 ,"1,034 ",10.1 ,7.0 ,36.7 ,35.6 ,1.6 ,9 ,8.7 ,7 ,6.8 ,8.9 ,14.2 
Monroe,14613 ,806 ,13.0 ,12.0 ,71.3 ,88.7 ,4.3 ,8 ,9.9 ,6 ,7.4 ,49.7 ,64.0 
Monroe,14615 ,735 ,11.2 ,8.6 ,65.7 ,71.5 ,3.2 ,1 ,1.4 ,0 ,0.0 ,32.7 ,53.6 
Monroe,14616 ,"1,013 ",10.2 ,9.5 ,47.2 ,50.1 ,1.7 ,3 ,3.0 ,3 ,3.0 ,18.7 ,31.4 
Monroe,14617 ,765 ,9.2 ,7.2 ,19.6 ,22.2 ,2.3 ,0 ,0.0 ,0 ,0.0 ,6.4 ,13.3 
Monroe,14618 ,583 ,6.8 ,4.1 ,10.6 ,14.2 ,2.9 ,1 ,1.7 ,1 ,1.7 ,0.2 ,1.2 
Monroe,14619 ,627 ,12.6 ,11.8 ,73.0 ,71.1 ,4.9 ,7 ,11.2 ,6 ,9.6 ,38.9 ,55.1 
Monroe,14620 ,803 ,10.0 ,9.0 ,34.1 ,41.6 ,1.9 ,5 ,6.2 ,4 ,5.0 ,20.4 ,32.2 
Monroe,14621 ,"1,627 ",12.2 ,10.8 ,81.2 ,87.4 ,5.6 ,9 ,5.5 ,4 ,2.5 ,53.7 ,75.3 
Monroe,14622 ,375 ,9.0 ,6.4 ,31.7 ,31.2 ,2.3 ,4 ,10.7 ,3 ,8.0 ,23.7 ,33.7 
Monroe,14623 ,650 ,6.7 ,6.9 ,25.2 ,39.1 ,1.7 ,3 ,4.6 ,2 ,3.1 ,3.6 ,6.3 
Monroe,14624 ,"1,135 ",10.6 ,8.3 ,27.9 ,29.7 ,1.0 ,11 ,9.7 ,10 ,8.8 ,6.0 ,11.3 
Monroe,14625 ,312 ,5.2 ,4.2 ,16.3 ,16.3 ,0.3 ,0 ,0.0 ,0 ,0.0 ,3.2 ,7.5 
Monroe,14626 ,853 ,9.3 ,5.6 ,34.3 ,39.2 ,1.6 ,5 ,5.9 ,5 ,5.9 ,11.2 ,20.2
Montgomery,12010 ,"1,042 ",11.7 ,9.4 ,57.6 ,60.1 ,3.7 ,8 ,7.7 ,6 ,5.8 ,37.6 ,54.6 
Montgomery,12068 ,100 ,6.5 ,1.0 ,48.0 ,54.0 ,11.1 ,0 ,0.0 ,0 ,0.0 ,5.2 ,15.5 
Montgomery,12070 ,48 ,18.2 ,18.8 ,45.8 ,43.8 ,2.1 ,0 ,0.0 ,0 ,0.0 ,44.9 ,51.3 
Montgomery,12072 ,139 ,9.8 ,7.2 ,33.8 ,59.7 ,29.9 ,1 ,7.2 ,0 ,0.0 ,15.2 ,22.7 
Montgomery,12086 ,34 ,18.2 ,14.7 ,35.3 ,35.3 ,5.9 ,1 ,29.4 ,1 ,29.4 ,0.0 ,16.7 
Montgomery,12166 ,48 ,0.0 ,2.1 ,33.3 ,58.3 ,25.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,20.4 
Montgomery,13317 ,116 ,10.2 ,6.9 ,47.4 ,54.3 ,8.6 ,0 ,0.0 ,0 ,0.0 ,32.5 ,37.9 
Montgomery,13339 ,276 ,9.8 ,6.2 ,42.4 ,74.3 ,28.3 ,2 ,7.2 ,1 ,3.6 ,19.3 ,23.7 
Montgomery,13428 ,72 ,6.3 ,2.8 ,34.7 ,75.0 ,30.6 ,0 ,0.0 ,0 ,0.0 ,21.5 ,26.9 
Montgomery,13452 ,137 ,9.5 ,6.6 ,54.0 ,52.6 ,6.7 ,2 ,14.6 ,1 ,7.3 ,13.2 ,17.7
Nassau,11001 ,842 ,8.5 ,6.8 ,11.5 ,19.5 ,2.7 ,2 ,2.4 ,2 ,2.4 ,0.8 ,3.4 
Nassau,11003 ,"1,473 ",13.0 ,9.9 ,40.3 ,51.5 ,5.9 ,13 ,8.8 ,8 ,5.4 ,7.2 ,14.9 
Nassau,11010 ,715 ,8.9 ,6.9 ,17.2 ,20.0 ,1.0 ,1 ,1.4 ,1 ,1.4 ,3.1 ,7.5 
Nassau,11020 ,121 ,10.3 ,9.9 ,28.9 ,35.5 ,4.1 ,0 ,0.0 ,0 ,0.0 ,4.5 ,6.0 
Nassau,11021 ,588 ,8.4 ,7.1 ,7.1 ,10.2 ,2.4 ,1 ,1.7 ,1 ,1.7 ,1.3 ,3.2 
Nassau,11023 ,384 ,5.4 ,3.9 ,7.6 ,17.0 ,1.0 ,0 ,0.0 ,0 ,0.0 ,2.2 ,3.2 
Nassau,11024 ,243 ,4.7 ,3.7 ,15.6 ,27.6 ,4.5 ,0 ,0.0 ,0 ,0.0 ,3.5 ,3.5 
Nassau,11030 ,396 ,8.4 ,4.5 ,7.8 ,5.8 ,2.3 ,1 ,2.5 ,0 ,0.0 ,0.5 ,0.5 
Nassau,11040 ,"1,003 ",10.6 ,9.2 ,12.0 ,19.5 ,1.9 ,4 ,4.0 ,3 ,3.0 ,1.5 ,3.3 
Nassau,11050 ,920 ,9.3 ,6.7 ,18.5 ,24.2 ,3.3 ,0 ,0.0 ,0 ,0.0 ,3.6 ,5.6 
Nassau,11096 ,392 ,13.0 ,6.6 ,56.9 ,75.0 ,8.2 ,0 ,0.0 ,0 ,0.0 ,20.0 ,36.4 
Nassau,11501 ,705 ,10.3 ,7.1 ,22.6 ,27.5 ,1.6 ,2 ,2.8 ,2 ,2.8 ,5.2 ,12.7 
Nassau,11507 ,192 ,7.3 ,5.2 ,5.2 ,13.5 ,2.1 ,0 ,0.0 ,0 ,0.0 ,1.3 ,1.3 
Nassau,11509 ,38 ,5.4 ,2.6 ,10.5 ,7.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Nassau,11510 ,991 ,14.0 ,8.6 ,34.7 ,39.7 ,4.6 ,3 ,3.0 ,3 ,3.0 ,7.6 ,18.5 
Nassau,11514 ,145 ,5.6 ,5.5 ,14.5 ,19.3 ,1.4 ,0 ,0.0 ,0 ,0.0 ,7.1 ,14.2 
Nassau,11516 ,409 ,7.9 ,8.8 ,13.4 ,27.0 ,2.0 ,0 ,0.0 ,0 ,0.0 ,8.3 ,9.6 
Nassau,11518 ,333 ,9.8 ,8.1 ,18.0 ,21.0 ,2.7 ,2 ,6.0 ,2 ,6.0 ,3.0 ,4.0 
Nassau,11520 ,"1,769 ",12.8 ,8.1 ,57.7 ,66.5 ,5.1 ,6 ,3.4 ,4 ,2.3 ,28.3 ,49.8 
Nassau,11530 ,760 ,9.3 ,5.9 ,5.5 ,4.3 ,1.1 ,0 ,0.0 ,0 ,0.0 ,0.5 ,3.2 
Nassau,11542 ,958 ,11.6 ,9.2 ,40.5 ,38.0 ,2.8 ,5 ,5.2 ,3 ,3.1 ,17.5 ,25.8 
Nassau,11545 ,264 ,13.1 ,8.7 ,8.7 ,8.7 ,2.3 ,1 ,3.8 ,1 ,3.8 ,0.4 ,1.5 
Nassau,11548 ,35 ,24.2 ,8.6 ,25.7 ,25.7 ,5.7 ,0 ,0.0 ,0 ,0.0 ,0.0 ,6.4 
Nassau,11550 ,"3,158 ",13.7 ,8.9 ,70.6 ,81.4 ,5.0 ,13 ,4.1 ,10 ,3.2 ,42.7 ,70.4 
Nassau,11552 ,838 ,10.6 ,10.3 ,27.2 ,34.8 ,3.8 ,0 ,0.0 ,0 ,0.0 ,6.3 ,11.8 
Nassau,11553 ,"1,185 ",15.1 ,10.5 ,61.5 ,75.0 ,5.0 ,6 ,5.1 ,6 ,5.1 ,28.5 ,46.1 
Nassau,11554 ,"1,137 ",10.6 ,9.5 ,14.3 ,21.9 ,2.7 ,3 ,2.6 ,2 ,1.8 ,3.8 ,6.7 
Nassau,11557 ,201 ,9.6 ,8.5 ,15.4 ,22.4 ,3.0 ,0 ,0.0 ,0 ,0.0 ,2.3 ,3.4 
Nassau,11558 ,251 ,11.3 ,9.2 ,31.9 ,37.8 ,1.2 ,0 ,0.0 ,0 ,0.0 ,7.8 ,12.4 
Nassau,11559 ,327 ,8.8 ,8.0 ,14.4 ,30.4 ,3.7 ,1 ,3.1 ,1 ,3.1 ,3.6 ,4.5 
Nassau,11560 ,178 ,10.3 ,8.4 ,18.5 ,15.7 ,1.7 ,0 ,0.0 ,0 ,0.0 ,2.6 ,3.9 
Nassau,11561 ,"1,041 ",10.4 ,7.7 ,25.6 ,24.2 ,2.3 ,6 ,5.8 ,2 ,1.9 ,3.7 ,10.7 
Nassau,11563 ,754 ,11.1 ,7.6 ,19.0 ,19.0 ,1.9 ,1 ,1.3 ,0 ,0.0 ,2.6 ,6.8 
Nassau,11565 ,230 ,8.4 ,4.8 ,10.0 ,13.0 ,1.3 ,2 ,8.7 ,2 ,8.7 ,1.4 ,6.9 
Nassau,11566 ,997 ,10.2 ,6.7 ,9.2 ,9.8 ,1.1 ,1 ,1.0 ,0 ,0.0 ,1.5 ,3.3 
Nassau,11568 ,47 ,17.0 ,6.4 ,14.9 ,8.5 ,6.4 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.8 
Nassau,11570 ,751 ,10.0 ,7.1 ,16.2 ,14.6 ,1.2 ,5 ,6.7 ,4 ,5.3 ,2.2 ,7.5 
Nassau,11572 ,830 ,10.6 ,6.3 ,15.5 ,16.0 ,1.0 ,2 ,2.4 ,1 ,1.2 ,3.7 ,7.1 
Nassau,11575 ,905 ,14.7 ,9.4 ,65.9 ,81.7 ,5.7 ,8 ,8.8 ,3 ,3.3 ,39.1 ,54.6 
Nassau,11576 ,264 ,7.8 ,7.2 ,9.8 ,13.3 ,1.5 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.8 
Nassau,11577 ,358 ,6.6 ,5.9 ,11.5 ,17.9 ,1.4 ,2 ,5.6 ,0 ,0.0 ,1.5 ,6.7 
Nassau,11579 ,117 ,8.9 ,4.3 ,5.1 ,6.0 ,0.9 ,1 ,8.5 ,0 ,0.0 ,0.0 ,5.6 
Nassau,11580 ,"1,255 ",13.8 ,10.6 ,30.0 ,42.5 ,5.0 ,10 ,8.0 ,8 ,6.4 ,5.3 ,11.9 
Nassau,11581 ,677 ,11.5 ,10.8 ,17.3 ,25.5 ,2.8 ,6 ,8.9 ,4 ,5.9 ,4.5 ,7.7 
Nassau,11590 ,"2,116 ",12.1 ,8.4 ,47.2 ,61.1 ,4.1 ,7 ,3.3 ,6 ,2.8 ,16.8 ,26.2 
Nassau,11596 ,257 ,8.3 ,5.8 ,8.6 ,13.2 ,0.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Nassau,11598 ,575 ,7.3 ,5.7 ,7.7 ,18.8 ,2.1 ,1 ,1.7 ,1 ,1.7 ,0.7 ,2.0 
Nassau,11709 ,118 ,6.1 ,5.1 ,16.9 ,15.4 ,1.7 ,0 ,0.0 ,0 ,0.0 ,3.0 ,6.0 
Nassau,11710 ,"1,037 ",8.9 ,7.8 ,10.4 ,11.5 ,1.6 ,0 ,0.0 ,0 ,0.0 ,1.7 ,5.2 
Nassau,11714 ,618 ,8.7 ,6.1 ,15.0 ,19.4 ,1.9 ,1 ,1.6 ,1 ,1.6 ,2.2 ,8.0 
Nassau,11732 ,84 ,11.0 ,8.3 ,8.3 ,7.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5.7 ,5.7 
Nassau,11735 ,970 ,13.0 ,8.1 ,26.8 ,27.9 ,2.3 ,2 ,2.1 ,2 ,2.1 ,5.3 ,9.4 
Nassau,11753 ,227 ,13.3 ,12.3 ,5.3 ,11.5 ,4.0 ,2 ,8.8 ,2 ,8.8 ,0.0 ,0.0 
Nassau,11756 ,"1,240 ",8.8 ,5.6 ,21.3 ,21.1 ,1.4 ,3 ,2.4 ,2 ,1.6 ,1.9 ,7.2 
Nassau,11758 ,"1,582 ",10.0 ,8.5 ,17.0 ,14.5 ,1.7 ,6 ,3.8 ,4 ,2.5 ,2.5 ,6.5 
Nassau,11762 ,671 ,9.2 ,7.0 ,8.2 ,4.2 ,0.5 ,1 ,1.5 ,1 ,1.5 ,2.2 ,3.9 
Nassau,11765 ,13 ,30.8 ,30.8 ,7.7 ,7.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Nassau,11771 ,272 ,10.8 ,9.2 ,17.6 ,15.8 ,4.4 ,1 ,3.7 ,1 ,3.7 ,3.5 ,8.7 
Nassau,11783 ,615 ,9.4 ,6.3 ,12.2 ,8.6 ,1.3 ,1 ,1.6 ,0 ,0.0 ,1.3 ,4.7 
Nassau,11791 ,539 ,8.1 ,7.1 ,5.8 ,9.1 ,2.6 ,0 ,0.0 ,0 ,0.0 ,0.3 ,1.0 
Nassau,11793 ,900 ,9.3 ,6.9 ,10.8 ,9.8 ,0.7 ,0 ,0.0 ,0 ,0.0 ,0.8 ,3.8 
Nassau,11797 ,182 ,11.3 ,6.6 ,8.8 ,10.4 ,1.7 ,0 ,0.0 ,0 ,0.0 ,0.0 ,2.0 
Nassau,11801 ,"1,278 ",11.5 ,9.5 ,22.8 ,38.9 ,2.8 ,5 ,3.9 ,5 ,3.9 ,7.1 ,12.7 
Nassau,11803 ,675 ,10.2 ,9.5 ,5.9 ,5.9 ,1.2 ,2 ,3.0 ,2 ,3.0 ,0.0 ,2.7 
Nassau,11804 ,131 ,9.3 ,3.1 ,9.2 ,6.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,1.8
New York,10001 ,569 ,10.3 ,8.8 ,25.7 ,25.3 ,4.1 ,1 ,1.8 ,0 ,0.0 ,4.7 ,
New York,10002 ,"2,532 ",8.9 ,6.4 ,42.2 ,69.3 ,4.0 ,8 ,3.2 ,6 ,2.4 ,12.0 ,
New York,10003 ,"1,190 ",7.0 ,6.4 ,10.9 ,7.2 ,3.4 ,3 ,2.5 ,2 ,1.7 ,0.4 ,
New York,10004 ,191 ,10.0 ,8.4 ,5.2 ,4.7 ,0.5 ,2 ,10.5 ,2 ,10.5 ,0.0 ,
New York,10005 ,325 ,10.9 ,7.1 ,10.5 ,5.9 ,2.5 ,0 ,0.0 ,0 ,0.0 ,0.0 ,
New York,10006 ,139 ,13.9 ,7.2 ,15.1 ,7.9 ,2.2 ,2 ,14.4 ,2 ,14.4 ,* ,
New York,10007 ,"1,037 ",10.1 ,7.2 ,3.4 ,1.6 ,1.5 ,0 ,0.0 ,0 ,0.0 ,0.0 ,
New York,10009 ,"1,328 ",10.2 ,7.8 ,41.5 ,42.4 ,3.7 ,7 ,5.3 ,5 ,3.8 ,13.0 ,
New York,10010 ,954 ,9.5 ,6.6 ,10.0 ,6.7 ,2.1 ,1 ,1.0 ,1 ,1.0 ,0.8 ,
New York,10011 ,"1,373 ",10.4 ,8.5 ,13.8 ,10.4 ,1.5 ,3 ,2.2 ,3 ,2.2 ,4.1 ,
New York,10012 ,527 ,9.2 ,7.2 ,15.4 ,11.2 ,3.0 ,1 ,1.9 ,1 ,1.9 ,2.8 ,
New York,10013 ,"1,171 ",9.9 ,7.9 ,11.4 ,15.2 ,1.9 ,3 ,2.6 ,2 ,1.7 ,0.0 ,
New York,10014 ,806 ,9.7 ,7.2 ,9.3 ,4.2 ,1.7 ,2 ,2.5 ,2 ,2.5 ,3.2 ,
New York,10016 ,"1,626 ",9.5 ,7.6 ,11.7 ,11.6 ,3.4 ,1 ,0.6 ,1 ,0.6 ,6.0 ,
New York,10017 ,488 ,10.0 ,8.2 ,9.4 ,6.4 ,2.3 ,2 ,4.1 ,2 ,4.1 ,2.9 ,
New York,10018 ,236 ,6.4 ,5.5 ,19.5 ,20.9 ,4.7 ,0 ,0.0 ,0 ,0.0 ,3.1 ,
New York,10019 ,"1,375 ",10.4 ,8.8 ,18.5 ,18.4 ,5.5 ,4 ,2.9 ,2 ,1.5 ,14.0 ,
New York,10021 ,"1,828 ",11.6 ,7.8 ,4.8 ,3.3 ,1.4 ,3 ,1.6 ,1 ,0.5 ,0.0 ,
New York,10022 ,987 ,12.3 ,8.0 ,7.7 ,5.4 ,1.3 ,0 ,0.0 ,0 ,0.0 ,1.7 ,
New York,10023 ,"2,860 ",8.9 ,7.3 ,9.2 ,5.4 ,3.0 ,6 ,2.1 ,5 ,1.7 ,2.9 ,
New York,10024 ,"2,030 ",8.7 ,7.6 ,9.9 ,7.4 ,2.9 ,2 ,1.0 ,1 ,0.5 ,2.5 ,
New York,10025 ,"2,844 ",10.3 ,9.4 ,22.6 ,21.7 ,5.3 ,12 ,4.2 ,7 ,2.5 ,7.1 ,
New York,10026 ,"1,393 ",11.5 ,8.5 ,44.1 ,46.4 ,11.4 ,10 ,7.2 ,5 ,3.6 ,11.3 ,
New York,10027 ,"1,989 ",10.7 ,9.2 ,51.1 ,56.9 ,11.1 ,9 ,4.5 ,7 ,3.5 ,8.0 ,
New York,10028 ,"1,402 ",9.2 ,6.6 ,7.5 ,5.1 ,1.2 ,3 ,2.1 ,2 ,1.4 ,2.5 ,
New York,10029 ,"2,796 ",14.4 ,11.3 ,61.8 ,68.5 ,7.7 ,14 ,5.0 ,8 ,2.9 ,19.5 ,
New York,10030 ,"1,092 ",12.4 ,9.9 ,67.0 ,74.3 ,12.7 ,5 ,4.6 ,3 ,2.7 ,25.1 ,
New York,10031 ,"1,833 ",10.6 ,7.1 ,58.4 ,70.1 ,9.3 ,11 ,6.0 ,7 ,3.8 ,18.3 ,
New York,10032 ,"1,963 ",11.2 ,9.3 ,58.1 ,70.2 ,5.1 ,14 ,7.1 ,11 ,5.6 ,19.7 ,
New York,10033 ,"1,906 ",9.8 ,7.7 ,48.2 ,63.8 ,5.8 ,8 ,4.2 ,6 ,3.1 ,19.2 ,
New York,10034 ,"1,394 ",8.9 ,7.4 ,54.2 ,68.3 ,7.3 ,3 ,2.2 ,2 ,1.4 ,20.6 ,
New York,10035 ,"1,301 ",13.9 ,10.7 ,66.7 ,69.8 ,9.9 ,9 ,6.9 ,6 ,4.6 ,24.0 ,
New York,10036 ,669 ,10.6 ,9.6 ,19.7 ,20.7 ,5.7 ,0 ,0.0 ,0 ,0.0 ,8.0 ,
New York,10037 ,725 ,12.2 ,9.1 ,59.9 ,59.6 ,11.8 ,5 ,6.9 ,1 ,1.4 ,18.8 ,
New York,10038 ,676 ,8.6 ,6.2 ,23.5 ,28.7 ,3.1 ,3 ,4.4 ,3 ,4.4 ,4.6 ,
New York,10039 ,"1,053 ",12.7 ,10.4 ,69.0 ,72.5 ,9.4 ,7 ,6.6 ,5 ,4.7 ,23.2 ,
New York,10040 ,"1,580 ",8.6 ,6.5 ,48.4 ,64.7 ,6.5 ,5 ,3.2 ,4 ,2.5 ,20.3 ,
New York,10044 ,415 ,11.9 ,6.5 ,13.3 ,17.8 ,3.9 ,2 ,4.8 ,1 ,2.4 ,2.7 ,
New York,10065 ,"1,277 ",12.4 ,8.1 ,6.3 ,2.5 ,1.3 ,2 ,1.6 ,1 ,0.8 ,1.0 ,
New York,10075 ,828 ,10.4 ,6.4 ,6.4 ,2.8 ,1.8 ,2 ,2.4 ,1 ,1.2 ,1.5 ,
New York,10128 ,"2,077 ",9.1 ,6.4 ,10.1 ,7.4 ,1.7 ,2 ,1.0 ,1 ,0.5 ,1.8 ,
New York,10280 ,443 ,7.5 ,8.1 ,4.7 ,7.0 ,2.0 ,0 ,0.0 ,0 ,0.0 ,4.8,
Niagara,14008 ,41 ,5.0 ,2.4 ,36.6 ,53.7 ,7.5 ,0 ,0.0 ,0 ,0.0 ,11.7 ,11.7 
Niagara,14012 ,61 ,3.4 ,3.3 ,32.8 ,29.5 ,1.6 ,1 ,16.4 ,0 ,0.0 ,7.5 ,7.5 
Niagara,14028 ,45 ,2.4 ,6.7 ,60.0 ,50.0 ,4.5 ,0 ,0.0 ,0 ,0.0 ,15.2 ,25.3 
Niagara,14067 ,140 ,7.2 ,5.0 ,45.0 ,37.9 ,3.6 ,0 ,0.0 ,0 ,0.0 ,20.2 ,26.3 
Niagara,14092 ,245 ,7.4 ,4.1 ,29.4 ,28.6 ,3.8 ,0 ,0.0 ,0 ,0.0 ,3.8 ,5.8 
Niagara,14094 ,"1,560 ",9.6 ,6.6 ,47.6 ,42.4 ,5.8 ,9 ,5.8 ,7 ,4.5 ,18.7 ,24.1 
Niagara,14105 ,121 ,11.2 ,6.6 ,36.4 ,33.9 ,3.4 ,1 ,8.3 ,1 ,8.3 ,11.8 ,13.8 
Niagara,14108 ,140 ,11.7 ,8.6 ,36.4 ,30.0 ,4.3 ,0 ,0.0 ,0 ,0.0 ,13.2 ,19.8 
Niagara,14120 ,"1,246 ",9.5 ,6.4 ,36.2 ,29.9 ,5.0 ,6 ,4.8 ,6 ,4.8 ,8.7 ,13.5 
Niagara,14131 ,125 ,9.5 ,3.2 ,39.2 ,36.8 ,6.7 ,0 ,0.0 ,0 ,0.0 ,5.8 ,13.6 
Niagara,14132 ,142 ,7.6 ,5.6 ,41.5 ,25.4 ,4.4 ,0 ,0.0 ,0 ,0.0 ,6.7 ,8.0 
Niagara,14172 ,69 ,7.6 ,7.2 ,39.1 ,29.0 ,5.9 ,0 ,0.0 ,0 ,0.0 ,9.5 ,22.2 
Niagara,14174 ,94 ,8.0 ,4.3 ,23.4 ,22.3 ,5.6 ,0 ,0.0 ,0 ,0.0 ,2.0 ,11.9 
Niagara,14301 ,579 ,19.2 ,10.5 ,78.9 ,71.3 ,9.1 ,5 ,8.6 ,3 ,5.2 ,57.2 ,84.3 
Niagara,14303 ,268 ,16.4 ,7.1 ,83.6 ,75.4 ,14.8 ,2 ,7.5 ,1 ,3.7 ,69.5 ,87.9 
Niagara,14304 ,908 ,13.0 ,8.6 ,48.1 ,39.8 ,4.4 ,5 ,5.5 ,3 ,3.3 ,23.1 ,34.7 
Niagara,14305 ,671 ,15.9 ,11.5 ,71.8 ,64.1 ,7.6 ,10 ,14.9 ,8 ,11.9 ,29.7 ,47.5
Oneida,13054 ,43 ,7.5 ,9.3 ,46.5 ,44.2 ,2.3 ,0 ,0.0 ,0 ,0.0 ,14.5 ,14.5 
Oneida,13303 ,42 ,5.9 ,4.8 ,33.3 ,59.5 ,21.4 ,0 ,0.0 ,0 ,0.0 ,25.0 ,25.0 
Oneida,13304 ,39 ,2.6 ,0.0 ,35.9 ,43.6 ,2.6 ,0 ,0.0 ,0 ,0.0 ,15.2 ,15.2 
Oneida,13308 ,134 ,9.2 ,10.4 ,57.5 ,59.7 ,2.2 ,0 ,0.0 ,0 ,0.0 ,32.7 ,56.5 
Oneida,13309 ,170 ,10.6 ,7.1 ,48.2 ,40.0 ,3.5 ,0 ,0.0 ,0 ,0.0 ,18.2 ,28.2 
Oneida,13316 ,200 ,11.6 ,7.5 ,51.0 ,47.5 ,2.0 ,1 ,5.0 ,1 ,5.0 ,27.1 ,35.6 
Oneida,13318 ,51 ,8.0 ,0.0 ,56.9 ,68.6 ,5.9 ,0 ,0.0 ,0 ,0.0 ,27.8 ,27.8 
Oneida,13319 ,29 ,3.7 ,10.3 ,55.2 ,55.2 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Oneida,13322 ,30 ,20.7 ,16.7 ,43.3 ,33.3 ,0.0 ,2 ,66.7 ,2 ,66.7 ,16.7 ,16.7 
Oneida,13323 ,246 ,6.6 ,4.9 ,25.7 ,26.5 ,3.3 ,2 ,8.1 ,2 ,8.1 ,1.1 ,3.2 
Oneida,13328 ,40 ,12.8 ,5.0 ,42.5 ,52.5 ,0.0 ,1 ,25.0 ,0 ,0.0 ,0.0 ,9.5 
Oneida,13338 ,21 ,0.0 ,0.0 ,33.3 ,33.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11.1 ,11.1 
Oneida,13354 ,96 ,5.6 ,4.2 ,22.9 ,61.5 ,18.1 ,0 ,0.0 ,0 ,0.0 ,6.2 ,21.6 
Oneida,13363 ,63 ,3.4 ,4.8 ,47.6 ,57.1 ,8.1 ,0 ,0.0 ,0 ,0.0 ,4.4 ,21.9 
Oneida,13403 ,108 ,20.0 ,12.0 ,25.0 ,25.0 ,0.0 ,1 ,9.3 ,1 ,9.3 ,8.7 ,17.4 
Oneida,13413 ,408 ,11.0 ,8.3 ,23.5 ,20.3 ,1.7 ,2 ,4.9 ,1 ,2.5 ,4.0 ,6.6 
Oneida,13417 ,95 ,9.7 ,7.4 ,49.5 ,55.8 ,2.1 ,0 ,0.0 ,0 ,0.0 ,25.3 ,35.4 
Oneida,13424 ,48 ,13.0 ,6.3 ,35.4 ,31.3 ,2.1 ,0 ,0.0 ,0 ,0.0 ,0.0 ,4.4 
Oneida,13425 ,83 ,7.5 ,4.8 ,32.5 ,65.1 ,20.5 ,1 ,12.0 ,1 ,12.0 ,37.0 ,47.6 
Oneida,13438 ,134 ,8.6 ,3.0 ,45.5 ,47.0 ,8.2 ,0 ,0.0 ,0 ,0.0 ,19.8 ,33.0 
Oneida,13440 ,"1,379 ",13.2 ,8.6 ,56.9 ,56.8 ,4.6 ,9 ,6.5 ,4 ,2.9 ,31.0 ,43.9 
Oneida,13456 ,117 ,9.6 ,5.1 ,33.3 ,36.8 ,0.9 ,0 ,0.0 ,0 ,0.0 ,8.1 ,10.8 
Oneida,13461 ,79 ,5.2 ,3.8 ,32.9 ,25.3 ,2.5 ,1 ,12.7 ,0 ,0.0 ,3.6 ,3.6 
Oneida,13469 ,27 ,13.6 ,11.1 ,33.3 ,44.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Oneida,13471 ,100 ,7.0 ,3.0 ,54.0 ,68.0 ,6.0 ,0 ,0.0 ,0 ,0.0 ,33.6 ,44.8 
Oneida,13476 ,101 ,7.4 ,3.0 ,40.6 ,46.5 ,2.0 ,0 ,0.0 ,0 ,0.0 ,25.2 ,34.6 
Oneida,13477 ,35 ,8.8 ,2.9 ,40.0 ,48.6 ,2.9 ,0 ,0.0 ,0 ,0.0 ,29.6 ,37.0 
Oneida,13478 ,84 ,11.4 ,3.6 ,36.9 ,33.3 ,3.6 ,1 ,11.9 ,1 ,11.9 ,6.9 ,24.3 
Oneida,13480 ,112 ,14.5 ,10.7 ,47.3 ,50.9 ,1.8 ,0 ,0.0 ,0 ,0.0 ,6.1 ,24.5 
Oneida,13486 ,30 ,10.7 ,6.7 ,26.7 ,30.0 ,3.3 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Oneida,13490 ,19 ,22.2 ,21.1 ,10.5 ,31.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,9.3 
Oneida,13492 ,285 ,14.9 ,4.2 ,30.2 ,27.0 ,1.1 ,2 ,7.0 ,1 ,3.5 ,8.7 ,19.3 
Oneida,13495 ,62 ,13.6 ,8.1 ,50.0 ,35.5 ,3.3 ,0 ,0.0 ,0 ,0.0 ,5.1 ,15.4 
Oneida,13501 ,"1,812 ",16.4 ,9.2 ,57.2 ,83.6 ,6.4 ,20 ,11.0 ,14 ,7.7 ,37.5 ,59.0 
Oneida,13502 ,"1,181 ",11.3 ,8.0 ,61.7 ,71.6 ,5.9 ,7 ,5.9 ,4 ,3.4 ,30.7 ,48.4
Onondaga,13027 ,968 ,7.0 ,5.3 ,30.7 ,29.2 ,1.4 ,7 ,7.2 ,4 ,4.1 ,7.3 ,10.7 
Onondaga,13029 ,211 ,6.2 ,2.4 ,40.3 ,37.9 ,1.9 ,0 ,0.0 ,0 ,0.0 ,7.6 ,13.8 
