County,ZIP Code,Total Births 2014-2016,Premature Birth Perc,Low Birth Rate Perc,Out of Wedlock Perc,Medicaid or Self-Pay Perc,Late or No Prenatal Care Perc,Infant Deaths 2014-2016 per 1000 Live Births,Infant Deaths Rate per 1000 Live Births,Neonatal Deaths 2014-2016 per 1000 Live Births,Neonatal Dearths Rate per 1000 Live Births,Teen Birth Rate per 1000,Teen Pregnancy Rate per 1000
Columbia,12075 ,76 ,5.6 ,2.6 ,35.5 ,45.3 ,2.7 ,0 ,0.0 ,0 ,0.0 ,3.5 ,6.9 
Columbia,12106 ,65 ,15.9 ,7.7 ,43.1 ,38.5 ,4.6 ,1 ,15.4 ,1 ,15.4 ,4.6 ,9.3 
Columbia,12125 ,35 ,10.0 ,5.7 ,45.7 ,48.6 ,2.9 ,0 ,0.0 ,0 ,0.0 ,10.8 ,10.8 
Columbia,12130 ,15 ,0.0 ,0.0 ,53.3 ,26.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Columbia,12136 ,13 ,0.0 ,0.0 ,38.5 ,53.8 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Columbia,12173 ,65 ,15.6 ,12.3 ,44.6 ,55.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,5.3 ,5.3 
Columbia,12184 ,165 ,11.4 ,4.8 ,40.6 ,38.2 ,3.0 ,0 ,0.0 ,0 ,0.0 ,10.1 ,17.3 
Columbia,12502 ,40 ,2.9 ,5.0 ,52.5 ,60.6 ,0.0 ,1 ,25.0 ,1 ,25.0 ,* ,* 
Columbia,12503 ,14 ,10.0 ,7.1 ,53.8 ,50.0 ,7.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Columbia,12513 ,59 ,10.2 ,5.1 ,55.9 ,55.9 ,5.1 ,2 ,33.9 ,2 ,33.9 ,* ,* 
Columbia,12516 ,40 ,8.3 ,2.5 ,35.1 ,41.2 ,7.5 ,0 ,0.0 ,0 ,0.0 ,13.6 ,20.4 
Columbia,12517 ,10 ,0.0 ,10.0 ,55.6 ,62.5 ,10.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Columbia,12521 ,23 ,30.0 ,13.0 ,40.9 ,42.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9.3 ,9.3 
Columbia,12523 ,51 ,8.0 ,0.0 ,54.0 ,50.0 ,7.8 ,0 ,0.0 ,0 ,0.0 ,10.9 ,27.3 
Columbia,12526 ,81 ,5.3 ,1.2 ,40.7 ,33.3 ,3.7 ,0 ,0.0 ,0 ,0.0 ,6.5 ,9.7 
Columbia,12529 ,42 ,9.1 ,2.4 ,57.1 ,61.5 ,2.4 ,0 ,0.0 ,0 ,0.0 ,11.0 ,14.7 
Columbia,12534 ,512 ,11.3 ,6.8 ,59.3 ,69.2 ,3.7 ,2 ,3.9 ,0 ,0.0 ,13.5 ,28.4
Cortland,13040 ,90 ,13.1 ,5.6 ,55.6 ,62.2 ,0.0 ,0 ,0.0 ,0 ,0.0 ,30.9 ,34.4 
Cortland,13045 ,832 ,10.4 ,9.0 ,54.2 ,56.4 ,2.8 ,2 ,2.4 ,2 ,2.4 ,11.6 ,15.4 
Cortland,13077 ,174 ,11.2 ,8.6 ,43.1 ,48.9 ,1.2 ,1 ,5.7 ,1 ,5.7 ,10.9 ,17.1 
Cortland,13101 ,83 ,8.9 ,7.2 ,57.8 ,56.6 ,2.5 ,0 ,0.0 ,0 ,0.0 ,30.7 ,30.7 
Cortland,13141 ,22 ,13.6 ,0.0 ,72.7 ,59.1 ,4.5 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Cortland,13158 ,62 ,16.1 ,16.1 ,54.8 ,59.7 ,1.6 ,3 ,48.4 ,1 ,16.1 ,14.2 ,14.2 
Cortland,13803 ,173 ,11.1 ,5.2 ,37.6 ,47.7 ,5.6 ,0 ,0.0 ,0 ,0.0 ,20.8 ,36.5
Delaware,12167 ,72 ,11.8 ,8.3 ,56.9 ,65.3 ,8.5 ,0 ,0.0 ,0 ,0.0 ,19.4 ,23.3 
Delaware,12406 ,23 ,8.7 ,0.0 ,56.5 ,60.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,12430 ,26 ,7.7 ,0.0 ,50.0 ,61.5 ,3.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,18.0 
Delaware,12455 ,21 ,19.0 ,19.0 ,38.1 ,47.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,12.3 
Delaware,12474 ,27 ,4.2 ,7.4 ,48.1 ,51.9 ,7.4 ,0 ,0.0 ,0 ,0.0 ,0.0 ,10.8 
Delaware,12760 ,12 ,8.3 ,0.0 ,66.7 ,50.0 ,8.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Delaware,13731 ,12 ,0.0 ,8.3 ,41.7 ,33.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13739 ,17 ,11.8 ,5.9 ,35.3 ,35.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,10.8 ,21.5 
Delaware,13750 ,41 ,7.5 ,7.3 ,53.7 ,51.2 ,2.4 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13751 ,16 ,6.3 ,0.0 ,37.5 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13752 ,11 ,0.0 ,0.0 ,54.5 ,36.4 ,9.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13753 ,97 ,7.4 ,5.2 ,39.2 ,39.2 ,3.1 ,0 ,0.0 ,0 ,0.0 ,3.4 ,6.7 
Delaware,13755 ,20 ,10.0 ,5.0 ,40.0 ,25.0 ,5.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Delaware,13757 ,26 ,4.0 ,0.0 ,50.0 ,42.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11.1 ,11.1 
Delaware,13775 ,33 ,0.0 ,3.0 ,51.5 ,33.3 ,3.0 ,0 ,0.0 ,0 ,0.0 ,10.1 ,10.1 
Delaware,13782 ,17 ,0.0 ,5.9 ,52.9 ,70.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13783 ,57 ,17.9 ,12.3 ,61.4 ,59.6 ,3.6 ,1 ,17.5 ,1 ,17.5 ,14.7 ,22.0 
Delaware,13788 ,31 ,16.1 ,9.7 ,45.2 ,48.4 ,3.2 ,1 ,32.3 ,0 ,0.0 ,* ,* 
Delaware,13804 ,14 ,7.7 ,7.1 ,57.1 ,64.3 ,7.7 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13838 ,163 ,7.6 ,6.7 ,62.6 ,63.2 ,4.3 ,2 ,12.3 ,1 ,6.1 ,28.6 ,33.9 
Delaware,13839 ,44 ,11.4 ,2.3 ,47.7 ,40.9 ,4.5 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Delaware,13842 ,10 ,0.0 ,0.0 ,20.0 ,30.0 ,10.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Delaware,13856 ,154 ,6.5 ,5.8 ,47.4 ,54.5 ,3.9 ,0 ,0.0 ,0 ,0.0 ,4.0 ,20.2
Dutchess,12501 ,66 ,14.7 ,7.6 ,44.2 ,42.1 ,1.5 ,0 ,0.0 ,0 ,0.0 ,10.2 ,10.2 
Dutchess,12508 ,556 ,7.1 ,5.6 ,42.6 ,42.0 ,4.0 ,1 ,1.8 ,1 ,1.8 ,10.8 ,25.3 
Dutchess,12514 ,39 ,7.7 ,0.0 ,38.5 ,20.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,3.2 ,12.9 
Dutchess,12522 ,119 ,8.8 ,8.4 ,49.0 ,22.0 ,0.0 ,1 ,8.4 ,1 ,8.4 ,8.7 ,21.6 
Dutchess,12524 ,411 ,10.4 ,7.1 ,28.0 ,23.3 ,2.5 ,2 ,4.9 ,2 ,4.9 ,3.4 ,10.1 
Dutchess,12531 ,61 ,7.5 ,1.6 ,30.5 ,29.1 ,6.7 ,0 ,0.0 ,0 ,0.0 ,2.9 ,8.8 
Dutchess,12533 ,624 ,13.2 ,8.5 ,21.7 ,18.4 ,1.6 ,3 ,4.8 ,3 ,4.8 ,2.3 ,7.0 
Dutchess,12538 ,366 ,10.5 ,7.9 ,41.6 ,39.2 ,3.0 ,1 ,2.7 ,1 ,2.7 ,10.7 ,27.7 
Dutchess,12540 ,181 ,12.4 ,8.3 ,21.5 ,25.0 ,1.7 ,0 ,0.0 ,0 ,0.0 ,1.1 ,11.1 
Dutchess,12545 ,87 ,17.7 ,10.3 ,27.5 ,36.4 ,1.1 ,0 ,0.0 ,0 ,0.0 ,3.5 ,7.1 
Dutchess,12546 ,75 ,14.6 ,10.7 ,50.8 ,44.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8.0 ,20.1 
Dutchess,12564 ,175 ,12.8 ,7.4 ,26.5 ,41.8 ,1.7 ,0 ,0.0 ,0 ,0.0 ,1.5 ,1.5 
Dutchess,12567 ,63 ,6.0 ,9.5 ,44.1 ,45.7 ,1.6 ,0 ,0.0 ,0 ,0.0 ,18.0 ,40.5 
Dutchess,12569 ,257 ,10.0 ,7.4 ,36.7 ,32.3 ,2.7 ,0 ,0.0 ,0 ,0.0 ,3.9 ,8.8 
Dutchess,12570 ,150 ,8.5 ,3.3 ,22.8 ,13.3 ,1.4 ,0 ,0.0 ,0 ,0.0 ,4.5 ,11.3 
Dutchess,12571 ,175 ,8.1 ,2.9 ,32.0 ,26.3 ,1.7 ,0 ,0.0 ,0 ,0.0 ,3.6 ,8.3 
Dutchess,12572 ,153 ,5.9 ,7.2 ,30.1 ,33.6 ,0.7 ,1 ,6.5 ,1 ,6.5 ,2.8 ,6.9 
Dutchess,12578 ,49 ,6.1 ,2.0 ,24.5 ,16.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,4.1 
Dutchess,12580 ,79 ,7.8 ,6.3 ,34.2 ,35.9 ,2.5 ,0 ,0.0 ,0 ,0.0 ,16.1 ,16.1 
Dutchess,12581 ,44 ,4.9 ,2.3 ,20.5 ,47.4 ,0.0 ,1 ,22.7 ,1 ,22.7 ,0.0 ,8.8 
Dutchess,12582 ,113 ,6.4 ,4.4 ,16.2 ,15.7 ,0.9 ,0 ,0.0 ,0 ,0.0 ,7.8 ,17.6 
Dutchess,12583 ,46 ,6.7 ,6.5 ,34.8 ,37.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,5.2 
Dutchess,12585 ,16 ,12.5 ,0.0 ,37.5 ,40.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Dutchess,12590 ,"1,035 ",9.9 ,8.0 ,33.9 ,32.5 ,2.8 ,2 ,1.9 ,2 ,1.9 ,8.8 ,16.9 
Dutchess,12592 ,39 ,7.7 ,12.8 ,29.4 ,25.0 ,2.6 ,0 ,0.0 ,0 ,0.0 ,22.2 ,29.6 
Dutchess,12594 ,103 ,16.7 ,12.6 ,43.5 ,39.1 ,3.0 ,0 ,0.0 ,0 ,0.0 ,7.3 ,7.3 
Dutchess,12601 ,"1,592 ",10.9 ,8.9 ,64.9 ,67.7 ,5.6 ,10 ,6.3 ,7 ,4.4 ,15.2 ,25.6 
Dutchess,12603 ,"1,149 ",10.9 ,7.1 ,31.7 ,32.8 ,3.9 ,6 ,5.2 ,5 ,4.4 ,8.2 ,15.5
Erie,14001 ,218 ,13.3 ,7.8 ,27.5 ,24.8 ,2.4 ,0 ,0.0 ,0 ,0.0 ,6.8 ,9.0 
Erie,14004 ,260 ,10.3 ,7.3 ,30.4 ,21.9 ,4.0 ,0 ,0.0 ,0 ,0.0 ,2.1 ,8.3 
Erie,14006 ,252 ,13.3 ,8.7 ,48.0 ,41.7 ,2.8 ,1 ,4.0 ,1 ,4.0 ,10.0 ,18.9 
Erie,14025 ,87 ,7.0 ,5.7 ,25.3 ,21.8 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,3.1 
Erie,14026 ,18 ,5.9 ,5.6 ,27.8 ,44.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Erie,14030 ,39 ,15.8 ,7.7 ,48.7 ,59.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6.1 ,6.1 
Erie,14031 ,212 ,6.3 ,4.7 ,17.0 ,9.4 ,5.5 ,0 ,0.0 ,0 ,0.0 ,2.1 ,2.1 
Erie,14032 ,224 ,11.0 ,9.4 ,8.9 ,12.1 ,3.2 ,0 ,0.0 ,0 ,0.0 ,0.0 ,2.9 
Erie,14033 ,35 ,2.9 ,0.0 ,25.7 ,25.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,10.1 ,15.2 
Erie,14034 ,60 ,12.3 ,8.3 ,35.0 ,28.3 ,1.7 ,0 ,0.0 ,0 ,0.0 ,12.1 ,18.2 
Erie,14043 ,681 ,9.0 ,5.7 ,38.0 ,29.5 ,3.6 ,4 ,5.9 ,3 ,4.4 ,8.2 ,15.0 
Erie,14047 ,173 ,9.4 ,6.4 ,30.6 ,29.5 ,4.2 ,0 ,0.0 ,0 ,0.0 ,5.1 ,8.4 
Erie,14051 ,466 ,10.1 ,7.5 ,9.7 ,8.4 ,5.2 ,3 ,6.4 ,2 ,4.3 ,1.3 ,2.6 
Erie,14052 ,378 ,9.3 ,5.3 ,19.0 ,14.0 ,2.7 ,3 ,7.9 ,3 ,7.9 ,2.9 ,7.0 
Erie,14055 ,42 ,14.3 ,9.5 ,47.6 ,40.5 ,4.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Erie,14057 ,198 ,7.1 ,5.1 ,26.8 ,20.7 ,3.1 ,1 ,5.1 ,1 ,5.1 ,3.6 ,4.8 
Erie,14059 ,220 ,12.5 ,10.0 ,22.7 ,21.4 ,3.3 ,1 ,4.5 ,0 ,0.0 ,2.1 ,4.2 
Erie,14068 ,161 ,6.4 ,4.3 ,17.4 ,13.7 ,1.3 ,0 ,0.0 ,0 ,0.0 ,1.3 ,6.6 
Erie,14069 ,18 ,5.6 ,5.6 ,33.3 ,33.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Erie,14070 ,159 ,13.5 ,10.1 ,64.8 ,51.6 ,6.4 ,1 ,6.3 ,1 ,6.3 ,22.4 ,28.5 
Erie,14072 ,600 ,9.0 ,7.3 ,22.8 ,19.2 ,4.3 ,4 ,6.7 ,2 ,3.3 ,6.1 ,10.3 
Erie,14075 ,"1,077 ",8.5 ,6.4 ,31.1 ,23.6 ,2.3 ,4 ,3.7 ,4 ,3.7 ,5.7 ,11.2 
Erie,14080 ,100 ,10.1 ,3.0 ,35.0 ,32.0 ,2.0 ,1 ,10.0 ,1 ,10.0 ,2.5 ,2.5 
Erie,14081 ,92 ,12.1 ,5.4 ,78.3 ,57.6 ,1.1 ,0 ,0.0 ,0 ,0.0 ,34.8 ,49.3 
Erie,14085 ,234 ,8.8 ,6.4 ,17.5 ,12.4 ,3.5 ,1 ,4.3 ,1 ,4.3 ,2.7 ,5.4 
Erie,14086 ,866 ,9.0 ,6.4 ,18.8 ,16.1 ,1.7 ,2 ,2.3 ,2 ,2.3 ,3.6 ,8.7 
Erie,14091 ,52 ,7.8 ,1.9 ,53.8 ,38.5 ,2.0 ,0 ,0.0 ,0 ,0.0 ,26.3 ,26.3 
Erie,14102 ,24 ,12.5 ,8.3 ,16.7 ,0.0 ,4.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Erie,14111 ,104 ,15.0 ,4.8 ,26.0 ,29.8 ,2.0 ,2 ,19.2 ,1 ,9.6 ,6.0 ,8.9 
Erie,14127 ,739 ,9.4 ,7.6 ,16.8 ,14.2 ,2.2 ,4 ,5.4 ,4 ,5.4 ,2.7 ,4.0 
Erie,14139 ,74 ,8.5 ,2.7 ,18.9 ,28.4 ,2.8 ,1 ,13.5 ,0 ,0.0 ,4.6 ,4.6 
Erie,14141 ,193 ,6.8 ,6.7 ,40.9 ,33.2 ,2.7 ,2 ,10.4 ,1 ,5.2 ,5.3 ,6.7 
Erie,14150 ,"1,328 ",11.0 ,7.8 ,37.1 ,32.2 ,4.7 ,9 ,6.8 ,7 ,5.3 ,14.2 ,24.6 
Erie,14170 ,48 ,15.2 ,14.6 ,22.9 ,10.6 ,6.4 ,0 ,0.0 ,0 ,0.0 ,3.8 ,11.5 
Erie,14201 ,546 ,10.8 ,8.6 ,62.5 ,77.2 ,5.8 ,2 ,3.7 ,1 ,1.8 ,43.3 ,59.4 
Erie,14202 ,101 ,14.9 ,6.9 ,66.3 ,70.3 ,5.4 ,0 ,0.0 ,0 ,0.0 ,38.8 ,69.8 
Erie,14203 ,65 ,18.0 ,18.5 ,76.9 ,73.8 ,6.7 ,0 ,0.0 ,0 ,0.0 ,51.3 ,111.1 
Erie,14204 ,389 ,17.8 ,14.4 ,84.6 ,82.5 ,8.1 ,2 ,5.1 ,2 ,5.1 ,44.8 ,62.3 
Erie,14206 ,798 ,11.8 ,11.3 ,70.9 ,69.2 ,5.1 ,4 ,5.0 ,2 ,2.5 ,44.3 ,71.9 
Erie,14207 ,"1,279 ",14.6 ,9.5 ,63.1 ,84.1 ,6.2 ,20 ,15.6 ,13 ,10.2 ,54.7 ,73.0 
Erie,14208 ,404 ,11.2 ,11.1 ,82.7 ,80.9 ,6.9 ,5 ,12.4 ,3 ,7.4 ,26.3 ,42.5 
Erie,14209 ,230 ,9.8 ,8.7 ,57.8 ,61.7 ,4.1 ,1 ,4.3 ,1 ,4.3 ,22.1 ,41.7 
Erie,14210 ,662 ,9.2 ,8.5 ,70.8 ,70.8 ,4.8 ,7 ,10.6 ,4 ,6.0 ,33.3 ,54.0 
Erie,14211 ,"1,174 ",17.8 ,14.0 ,79.7 ,84.9 ,7.1 ,20 ,17.0 ,14 ,11.9 ,63.3 ,100.3 
Erie,14212 ,614 ,15.5 ,13.2 ,67.4 ,84.9 ,7.8 ,5 ,8.1 ,2 ,3.3 ,67.1 ,91.5 
Erie,14213 ,"1,412 ",15.2 ,9.4 ,54.6 ,82.4 ,5.3 ,17 ,12.0 ,12 ,8.5 ,32.0 ,40.4 
Erie,14214 ,615 ,13.7 ,9.9 ,53.2 ,57.7 ,8.1 ,6 ,9.8 ,4 ,6.5 ,14.8 ,27.2 
Erie,14215 ,"1,887 ",15.8 ,13.0 ,82.7 ,81.5 ,7.3 ,25 ,13.2 ,19 ,10.1 ,46.1 ,78.5 
Erie,14216 ,804 ,10.5 ,8.1 ,42.5 ,37.8 ,5.1 ,5 ,6.2 ,5 ,6.2 ,13.4 ,28.6 
Erie,14217 ,766 ,7.0 ,6.9 ,27.8 ,24.2 ,4.4 ,6 ,7.8 ,3 ,3.9 ,10.8 ,18.8 
Erie,14218 ,847 ,12.8 ,9.4 ,48.1 ,66.6 ,8.3 ,5 ,5.9 ,5 ,5.9 ,29.2 ,47.4 
Erie,14219 ,394 ,10.4 ,5.8 ,48.7 ,39.1 ,1.8 ,2 ,5.1 ,2 ,5.1 ,12.0 ,18.5 
Erie,14220 ,956 ,9.7 ,7.6 ,51.8 ,47.8 ,3.6 ,11 ,11.5 ,7 ,7.3 ,27.2 ,49.1 
Erie,14221 ,"1,271 ",9.7 ,8.3 ,11.7 ,12.8 ,5.1 ,6 ,4.7 ,5 ,3.9 ,2.6 ,5.9 
Erie,14222 ,292 ,11.2 ,6.8 ,25.8 ,19.3 ,3.3 ,2 ,6.8 ,2 ,6.8 ,1.7 ,33.5 
Erie,14223 ,764 ,8.7 ,5.9 ,29.1 ,27.0 ,3.6 ,4 ,5.2 ,2 ,2.6 ,9.2 ,15.3 
Erie,14224 ,"1,070 ",9.5 ,6.7 ,27.4 ,22.9 ,2.2 ,4 ,3.7 ,3 ,2.8 ,5.1 ,10.7 
Erie,14225 ,"1,192 ",9.6 ,8.5 ,43.9 ,38.5 ,4.5 ,8 ,6.7 ,5 ,4.2 ,18.0 ,34.9 
Erie,14226 ,973 ,9.0 ,7.1 ,20.9 ,23.7 ,5.5 ,2 ,2.1 ,2 ,2.1 ,3.5 ,7.7 
Erie,14227 ,678 ,10.3 ,9.0 ,31.6 ,27.6 ,2.9 ,1 ,1.5 ,1 ,1.5 ,11.2 ,20.3 
Erie,14228 ,652 ,9.0 ,6.9 ,22.1 ,28.9 ,6.9 ,3 ,4.6 ,3 ,4.6 ,3.3 ,8.9
Essex,12870 ,50 ,8.3 ,4.0 ,28.0 ,70.0 ,10.0 ,0 ,0.0 ,0 ,0.0 ,24.4 ,24.4 
Essex,12883 ,80 ,13.7 ,6.3 ,61.3 ,67.5 ,2.6 ,0 ,0.0 ,0 ,0.0 ,25.6 ,39.6 
Essex,12913 ,26 ,3.8 ,0.0 ,42.3 ,26.9 ,3.8 ,0 ,0.0 ,0 ,0.0 ,10.8 ,10.8 
Essex,12928 ,21 ,0.0 ,9.5 ,42.9 ,52.4 ,10.0 ,1 ,47.6 ,0 ,0.0 ,0.0 ,0.0 
Essex,12932 ,23 ,8.7 ,4.3 ,47.8 ,34.8 ,4.3 ,0 ,0.0 ,0 ,0.0 ,27.8 ,27.8 
Essex,12936 ,12 ,33.3 ,0.0 ,41.7 ,58.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Essex,12941 ,44 ,7.0 ,2.3 ,43.2 ,34.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,18.5 ,37.0 
Essex,12942 ,10 ,0.0 ,0.0 ,20.0 ,40.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Essex,12944 ,105 ,8.7 ,5.7 ,59.0 ,59.6 ,7.6 ,0 ,0.0 ,0 ,0.0 ,36.7 ,42.8 
Essex,12946 ,126 ,3.3 ,4.8 ,34.4 ,27.8 ,4.0 ,0 ,0.0 ,0 ,0.0 ,4.7 ,6.3 
Essex,12950 ,16 ,0.0 ,0.0 ,68.8 ,62.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Essex,12956 ,50 ,14.3 ,4.0 ,62.0 ,52.0 ,6.0 ,0 ,0.0 ,0 ,0.0 ,52.1 ,72.9 
Essex,12960 ,18 ,0.0 ,0.0 ,61.1 ,38.9 ,5.6 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Essex,12974 ,17 ,17.6 ,11.8 ,70.6 ,52.9 ,17.6 ,0 ,0.0 ,0 ,0.0 ,8.3 ,41.7 
Essex,12993 ,26 ,0.0 ,3.8 ,50.0 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,13.1 ,13.1 
Essex,12996 ,34 ,9.1 ,2.9 ,52.9 ,52.9 ,2.9 ,0 ,0.0 ,0 ,0.0 ,0.0 ,6.3 
Essex,12997 ,20 ,0.0 ,0.0 ,40.0 ,25.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,7.9 ,23.8
Franklin,12914 ,50 ,2.1 ,2.0 ,48.0 ,76.0 ,35.4 ,2 ,40.0 ,2 ,40.0 ,30.3 ,30.3 
Franklin,12916 ,100 ,9.2 ,6.0 ,45.0 ,55.0 ,5.1 ,0 ,0.0 ,0 ,0.0 ,32.9 ,37.6 
Franklin,12917 ,52 ,12.2 ,3.8 ,28.8 ,61.5 ,12.0 ,0 ,0.0 ,0 ,0.0 ,14.2 ,14.2 
Franklin,12920 ,69 ,7.5 ,4.3 ,49.3 ,53.6 ,5.9 ,0 ,0.0 ,0 ,0.0 ,19.6 ,23.5 
Franklin,12926 ,80 ,5.1 ,3.8 ,46.3 ,51.3 ,8.8 ,0 ,0.0 ,0 ,0.0 ,18.5 ,23.1 
Franklin,12930 ,22 ,12.5 ,9.1 ,54.5 ,4.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Franklin,12937 ,42 ,9.5 ,7.1 ,59.5 ,61.9 ,11.9 ,0 ,0.0 ,0 ,0.0 ,15.9 ,23.8 
Franklin,12945 ,11 ,0.0 ,0.0 ,36.4 ,9.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Franklin,12953 ,308 ,7.7 ,5.8 ,63.0 ,59.4 ,3.6 ,1 ,3.2 ,1 ,3.2 ,34.2 ,39.5 
Franklin,12957 ,71 ,10.1 ,9.9 ,52.1 ,54.9 ,5.7 ,0 ,0.0 ,0 ,0.0 ,35.5 ,49.6 
Franklin,12966 ,92 ,7.6 ,8.7 ,45.7 ,59.8 ,5.4 ,0 ,0.0 ,0 ,0.0 ,22.9 ,29.4 
Franklin,12980 ,31 ,6.5 ,0.0 ,67.7 ,48.4 ,6.5 ,0 ,0.0 ,0 ,0.0 ,16.7 ,16.7 
Franklin,12983 ,176 ,5.8 ,2.8 ,46.6 ,31.3 ,1.1 ,1 ,5.7 ,0 ,0.0 ,15.7 ,24.2 
Franklin,12986 ,133 ,3.1 ,2.3 ,60.2 ,25.6 ,2.3 ,0 ,0.0 ,0 ,0.0 ,16.2 ,26.3 
Franklin,12989 ,23 ,4.3 ,4.3 ,39.1 ,30.4 ,4.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Franklin,13655 ,116 ,7.0 ,4.3 ,80.2 ,64.7 ,3.5 ,1 ,8.6 ,0 ,0.0 ,6.5 ,15.1
Fulton,12025 ,161 ,13.8 ,9.3 ,42.5 ,32.9 ,6.8 ,1 ,6.2 ,0 ,0.0 ,12.2 ,17.4 
Fulton,12032 ,12 ,16.7 ,8.3 ,25.0 ,41.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Fulton,12078 ,790 ,12.5 ,9.0 ,68.2 ,67.3 ,2.8 ,3 ,3.8 ,1 ,1.3 ,46.4 ,63.0 
Fulton,12095 ,310 ,11.0 ,6.5 ,49.0 ,48.4 ,3.5 ,1 ,3.2 ,1 ,3.2 ,15.6 ,22.6 
Fulton,12117 ,72 ,8.8 ,4.2 ,51.4 ,61.1 ,2.8 ,0 ,0.0 ,0 ,0.0 ,20.6 ,37.0 
Fulton,12134 ,82 ,3.8 ,1.2 ,40.2 ,44.4 ,1.2 ,0 ,0.0 ,0 ,0.0 ,14.2 ,17.7 
Fulton,13470 ,17 ,0.0 ,11.8 ,41.2 ,52.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,*
Genesse,14005 ,41 ,5.9 ,7.3 ,34.1 ,47.5 ,5.0 ,0 ,0.0 ,0 ,0.0 ,10.8 ,10.8 
Genesse,14013 ,47 ,14.3 ,12.8 ,61.7 ,46.8 ,4.3 ,1 ,21.3 ,1 ,21.3 ,53.6 ,59.5 
Genesse,14020 ,739 ,11.5 ,6.1 ,50.3 ,53.0 ,2.5 ,4 ,5.4 ,2 ,2.7 ,15.0 ,22.1 
Genesse,14036 ,103 ,7.5 ,5.8 ,20.4 ,20.4 ,1.9 ,1 ,9.7 ,0 ,0.0 ,0.0 ,2.1 
Genesse,14040 ,65 ,15.9 ,4.6 ,40.0 ,36.9 ,3.2 ,0 ,0.0 ,0 ,0.0 ,21.2 ,26.5 
Genesse,14054 ,48 ,2.2 ,6.3 ,29.2 ,35.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,10.1 ,10.1 
Genesse,14058 ,69 ,12.1 ,5.8 ,23.2 ,36.2 ,1.5 ,1 ,14.5 ,0 ,0.0 ,12.5 ,16.7 
Genesse,14125 ,124 ,7.2 ,5.6 ,41.9 ,43.5 ,5.8 ,0 ,0.0 ,0 ,0.0 ,19.9 ,42.3 
Genesse,14143 ,40 ,5.4 ,2.5 ,37.5 ,35.0 ,2.5 ,0 ,0.0 ,0 ,0.0 ,* ,* 
